jpid,USE1Code,USE1Desc,USE2Code,USE2Desc,USE3Code,USE3Desc
20822001910000 ,LEG,Isobe,NA,NA,NA,NA
20822001920000 ,LEG,Usui,NA,NA,NA,NA
20822001930001 ,LEG,Urushijo,NA,NA,NA,NA
20822001930002 ,LEG,Urushijo,NA,NA,NA,NA
20822001930003 ,LEG,Urushijo,NA,NA,NA,NA
20822001930004 ,LEG,Urushijo,NA,NA,NA,NA
20822001940000 ,LEG,Ogata,NA,NA,NA,NA
20822001950000 ,LEG,Onuki,NA,NA,NA,NA
20822001960001 ,LEG,Ozawa,NA,NA,NA,NA
20822001960002 ,LEG,Ozawa,NA,NA,NA,NA
20822001960003 ,LEG,Ozawa,NA,NA,NA,NA
20822001960004 ,LEG,Ozawa,NA,NA,NA,NA
20822001970000 ,LEG,Oda,PTR,Oda (R8),NA,NA
20822001980000 ,LEG,Kamioshima,IND,Kamioshima Ind Park,NA,NA
20822001990000 ,TSC,Kamizawa - KEK,NA,NA,NA,NA
20822002000000 ,LEG,Kamisugama,NA,NA,NA,NA
20822002010001 ,LEG,Kangori,NA,NA,NA,NA
20822002010002 ,LEG,Kangori,NA,NA,NA,NA
20822002020000 ,LEG,Kitaota,NA,NA,NA,NA
20822002030000 ,LEG,Kimijima,NA,NA,NA,NA
20822002040000 ,LEG,Kunimatsu,NA,NA,NA,NA
20822002050000 ,LEG,Koizumi,NA,NA,NA,NA
20822002060000 ,LEG,Koyahara Shinden,NA,NA,NA,NA
20822002070000 ,LEG,Kowada,NA,NA,NA,NA
20822002080000 ,LEG,Shimooshima,NA,NA,NA,NA
20822002090000 ,LEG,Suginoki,NA,NA,NA,NA
20822002100001 ,LEG,Tanaka,NA,NA,NA,NA
20822002100002 ,LEG,Tanaka,NA,NA,NA,NA
20822002100003 ,LEG,Tanaka,NA,NA,NA,NA
20822002110001 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110002 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110003 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110004 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110005 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110006 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110007 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110008 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110009 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110010 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110011 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110012 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110013 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110014 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110015 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110016 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110017 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110018 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110019 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110020 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110021 ,LEG,Tsukuba,NA,NA,NA,NA
20822002110022 ,LEG,Tsukuba,NA,NA,NA,NA
20822002120000 ,LEG,Tsukuriya,NA,NA,NA,NA
20822002130001 ,LEG,Teragu,NA,NA,NA,NA
20822002130002 ,LEG,Teragu,NA,NA,NA,NA
20822002130003 ,LEG,Teragu,NA,NA,NA,NA
20822002140000 ,LEG,Nakasugama,NA,NA,NA,NA
20822002150001 ,LEG,Numata,NA,NA,NA,NA
20822002150002 ,LEG,Numata,NA,NA,NA,NA
20822002150003 ,LEG,Numata,NA,NA,NA,NA
20822002150004 ,LEG,Numata,NA,NA,NA,NA
20822002160000 ,LEG,Hirasawa,NA,NA,NA,NA
20822002170001 ,LEG,Hojo,PTR,Hojo (R8),NA,NA
20822002170002 ,LEG,Hojo,NA,NA,NA,NA
20822002170003 ,LEG,Hojo,NA,NA,NA,NA
20822002170004 ,LEG,Hojo,NA,NA,NA,NA
20822002170005 ,LEG,Hojo,NA,NA,NA,NA
20822002170006 ,LEG,Hojo,NA,NA,NA,NA
20822002170007 ,LEG,Hojo,NA,NA,NA,NA
20822002170008 ,LEG,Hojo,NA,NA,NA,NA
20822002170009 ,LEG,Hojo,NA,NA,NA,NA
20822002180001 ,LEG,Horage,RDV,Oneyama,NA,NA
20822002180002 ,LEG,Horage,NA,NA,NA,NA
20822002190001 ,LEG,Mimori,NA,NA,NA,NA
20822002190002 ,LEG,Mimori,NA,NA,NA,NA
20822002200001 ,LEG,Yamaki,NA,NA,NA,NA
20822002200002 ,LEG,Yamaki,NA,NA,NA,NA
20822002200003 ,LEG,Yamaki,NA,NA,NA,NA
20822002210000 ,LEG,Yamaguchi,NA,NA,NA,NA
20822002220000 ,IND,Wadai - North Ind Park,NA,NA,NA,NA
20822002230000 ,IND,Technopark Oho (Okubo),NA,NA,NA,NA
20822002240000 ,NTD,Sakura 1,NA,NA,NA,NA
20822002240100 ,NTD,Sakura 2,NA,NA,NA,NA
20822002240200 ,NTD,Sakura 3,IND,Technopark Sakura,NA,NA
20822002270001 ,LEG,Tamiyama,NA,NA,NA,NA
20822002270002 ,LEG,Tamiyama,NA,NA,NA,NA
20822002270003 ,LEG,Tamiyama,NA,NA,NA,NA
20822002280000 ,RDV,Toyosato no Mori 1,NA,NA,NA,NA
20822002280100 ,RDV,Toyosato no Mori 2,NA,NA,NA,NA
20822002300000 ,NTD,Tsukuho 1,NA,NA,NA,NA
20822002300100 ,NTD,Tsukuho 2,NA,NA,NA,NA
20822002300200 ,NTD,Tsukuho 3,NA,NA,NA,NA
20822002330000 ,RDV,Ashibino,NA,NA,NA,NA
20822002340000 ,LEG,Amaboki,NA,NA,NA,NA
20822002350000 ,TSC,Ikenodai,NA,NA,NA,NA
20822002360000 ,LEG,Ikemukai,NA,NA,NA,NA
20822002370000 ,LEG,Inarigawa,NA,NA,NA,NA
20822002380001 ,LEG,Inarihara,NA,NA,NA,NA
20822002380002 ,LEG,Inarihara,NA,NA,NA,NA
20822002390000 ,RDV,Umegaoka,NA,NA,NA,NA
20822002400000 ,LEG,Oi,NA,NA,NA,NA
20822002410000 ,LEG,Ofunato,NA,NA,NA,NA
20822002420001 ,LEG,Oguki,NA,NA,NA,NA
20822002420002 ,LEG,Oguki,NA,NA,NA,NA
20822002420003 ,LEG,Oguki,NA,NA,NA,NA
20822002430001 ,LEG,Kamiiwasaki,NA,NA,NA,NA
20822002430002 ,LEG,Kamiiwasaki,NA,NA,NA,NA
20822002440000 ,LEG,Kyumantsubo,NA,NA,NA,NA
20822002450000 ,LEG,Kukizaki,NA,NA,NA,NA
20822002460000 ,LEG,Komagome,NA,NA,NA,NA
20822002470000 ,LEG,Koyama,NA,NA,NA,NA
20822002480000 ,RDV,Sakuragaoka,NA,NA,NA,NA
20822002490001 ,LEG,Shimoiwasaki,NA,NA,NA,NA
20822002490002 ,LEG,Shimoiwasaki,NA,NA,NA,NA
20822002500000 ,RDV,Jiyugaoka,NA,NA,NA,NA
20822002510000 ,RDV,Shiroyama,NA,NA,NA,NA
20822002520001 ,LEG,Sugama,NA,NA,NA,NA
20822002520002 ,LEG,Sugama,NA,NA,NA,NA
20822002520003 ,LEG,Sugama,NA,NA,NA,NA
20822002520004 ,LEG,Sugama,NA,NA,NA,NA
20822002530001 ,LEG,Takasaki,NA,NA,NA,NA
20822002530002 ,LEG,Takasaki,NA,NA,NA,NA
20822002540000 ,LEG,Takamihara 1,PTR,Takamihara (R8),NA,NA
20822002540100 ,LEG,Takamihara 2,PTR,Takamihara (R8),NA,NA
20822002540200 ,LEG,Takamihara 3,RDV,Takamihara 3,NA,NA
20822002540300 ,LEG,Takamihara 4,PTR,Takamihara (R8),NA,NA
20822002540400 ,LEG,Takamihara 5,PTR,Takamihara (R8),NA,NA
20822002590000 ,LEG,Nakayama,NA,NA,NA,NA
20822002600000 ,LEG,Nishioi,NA,NA,NA,NA
20822002610000 ,TSC,Nishinozawa,NA,NA,NA,NA
20822002620001 ,LEG,Hassaki,NA,NA,NA,NA
20822002620002 ,LEG,Hassaki,NA,NA,NA,NA
20822002620003 ,LEG,Hassaki,NA,NA,NA,NA
20822002630000 ,LEG,Hinosawa,NA,NA,NA,NA
20822002640000 ,RDV,Fujimidai,NA,NA,NA,NA
20822002650000 ,LEG,Bochi,NA,NA,NA,NA
20822002660001 ,RDV,Hoyodai,NA,NA,NA,NA
20822002660002 ,LEG,Hoyodai,NA,NA,NA,NA
20822002670000 ,LEG,Hosomi,NA,NA,NA,NA
20822002680000 ,TSC,Makizono,NA,NA,NA,NA
20822002690000 ,TSC,Matsunosato,NA,NA,NA,NA
20822002700000 ,LEG,Myojin,NA,NA,NA,NA
20822002710000 ,RDV,Morinosato,NA,NA,NA,NA
20822002720000 ,LEG,Rokuto,NA,NA,NA,NA
20822002730001 ,LEG,Wakaguri,NA,NA,NA,NA
20822002730002 ,LEG,Wakaguri,NA,NA,NA,NA
20822002740000 ,TSC,Wakaba,NA,NA,NA,NA
20822002750000 ,LEG,Kaname moto Sarukabe,NA,NA,NA,NA
20822002760000 ,LEG,Kaname moto Minamiguchinohori,NA,NA,NA,NA
20822002770000 ,LEG,Kaname moto ,NA,NA,NA,NA
20822002780001 ,LEG,Takanohara,NA,NA,NA,NA
20822002780002 ,LEG,Takanohara,NA,NA,NA,NA
20822002790000 ,LEG,Wadaihara,NA,NA,NA,NA
20822002800001 ,LEG,Kamikawarazaki,TEXP,[Kamikawarazaki-Nakanishi],NA,NA
20822002800002 ,LEG,Kamikawarazaki,NA,NA,NA,NA
20822002810000 ,LEG,Hassaki,NA,NA,NA,NA
